Position,Company Name,Location,website
QA Automation Test Engineer with AWS,Cloudious LLC,"Dallas, TX",http://www.cloudious.com
QA Automation Test Engineer with AWS,Cloudious LLC,"Remote or Dallas, TX, USA",http://www.cloudious.com
UI Automation Engineer,Codeworks IT Careers,"Plano, TX",http://www.codeworks-inc.com
Quality Engineer,Cognizant,"Dallas, TX",http://www.cognizant.com
PES-GENERAL-ETL Tester-071521,Compu-Vision Consulting Inc.,"Richardson, TX",http://www.compuvis.com
Peoplesoft Technical Consultant,Concept Software & Services Inc,"Plano, TX",http://www.concept-inc.com
Software Developer Engineer in Test (SDET),The Container Store,"Coppell, TX",http://www.containerstore.com
Site Reliability Engineer,Copart,"Dallas, TX",http://www.copart.com
Senior QA Engineer,Crescens Inc.,"Frisco, TX",http://www.crescensinc.com
Sr. Software Engineer - Audio/Video Foundation/Framework,Crestron Electronics,"Plano, TX",http://www.crestron.com
Security Tooling & Automation Developer,Crystal Equation Corporation,"Fort Worth, TX",http://www.crystalequation.com
Automation Training Lead,"Dallas, TX",On-site,http://www.dallascityhall.com
Senior Java UI Developer (100% Remote),"DatamanUSA, LLC","Austin, TX, USA",http://www.datamanusa.com
ERP QA Engineer II,"Datto, Inc.","Dallas, TX",http://www.datto.com
Automation Engineer,DCM Infotech Limited,"Dallas, TX",http://www.dcminfotech.com
QA Software Engineer/SDET (Dallas),Dematic,"Fort Worth, TX",http://www.dematic.com
GCT/PBW Developer Hiring Event (6 openings)- coming early May,Dice,"Irving, TX",http://www.dice.com
SDET - Direct Client - Immediate Closure,Digipulse Technologies Inc.,"Roanoke, TX",http://www.digipulsetech.com
SDET(Java/Selenium/Rest Assured)- Direct client,"Digipulse Technologies, Inc","Westlake, TX, USA",http://www.digipulsetech.com
Junior Level C# Software Development Test Engineer,"DIVERSANT, LLC","Irving, TX",http://www.diversant.com
QA Tester,Diverse Lynx,"Irving, TX",http://www.diverselynx.com
QA Automation Engineer- Cypress-Rest Assured,DVG Tech Solutions LLC,"Dallas, TX, USA",http://www.dvgts.com
QA Automation Engineer- Cypress-Rest Assured,DVG Tech Solutions LLC,"Dallas, TX, USA",http://www.dvgts.com
QA Engineer-Remote,Dynata,"Addison, TX",http://www.dynata.com
Information Systems Test Analyst,Eclaro,"Addison, TX",http://www.eclaro.com
Information Systems Test Analyst,Eclaro,"Addison, TX",http://www.eclaroit.com
Software Engineer (Senior Developer/Business Analyst),EdvenSoft Solutions,"Irving, TX",http://www.edvensoft.com
Network QA Engineer 4,ektello,"Plano, TX",http://www.ektello.com
Sr. QA Engineer,Emonics LLC,"Plano, TX",http://www.emonics.com
New Grad Program- Associate Software Engineer,Epsilon,"Irving, TX",http://www.epsilon.com
Quality Assurance and Release Engineer,"Equify Financial, LLC","Fort Worth, TX",http://www.equifyfinancial.com
Automation QA,Sharpedge Solutions Inc,"Irving, TX",http://www.esharpedge.com
SDET/Test Automation Engineer,Estrobees Technology Inc,"Remote or Dallas, TX, USA",http://www.estrobees.com
QA Tester,eTeam,"Richardson, TX",http://www.eteaminc.com
Senior Manual QA Tester,ettain group,"Plano, TX",http://www.ettaingroup.com
QA Engineer,The Execu|Search Group,"Dallas, TX",http://www.execu-search.com
GCT/PBW Developer Hiring Event (6 openings)- coming early May,Experis,"Irving, TX",http://www.experis.com
Sr. Software QA Analyst,Fay Financial,"Farmers Branch, TX",http://www.fayservicing.com
Software Engineer,Fidelity Investments,"Westlake, TX",http://www.fidelity.com
Software Engineer in Test (Mobile),Fidelity TalentSource,"Westlake, TX",http://www.fidelitytalentsource.com
Selenium Tester,FinTech LLC,"Irving, TX",http://www.fintech.com
Senior DevOps & Tools Engineer,Fisher Investments,"Plano, TX",http://www.fisherinvestments.com
Java Full Stack w/ Azure Consultant -HPJP00109483,Futran Solutions,"Fort Worth, TX",http://www.futransolutions.com
Quality Assurance Lead 1st shift,GameStop,"Grapevine, TX",http://www.gamestop.com
PES-GENERAL-ETL Tester-011722,Generis Tek Inc,"Dallas, TX",http://www.generistek.com
Quality Specialist,Genesis10,"Plano, TX",http://www.genesis10.com
Software Quality Analyst Lead,Genuent,"Dallas, TX",http://www.genuent.com
"Sr QA Tester - Fort Worth, TX (Hybrid)","Georgia IT, Inc.","Fort Worth, TX",http://www.georgiainfotech.com
Senior Automation QA Analyst (Sponsorship Available!),"R2 Technologies, Inc.","Dallas, TX, USA",http://www.glacialskin.com
QA Analyst - onsite Texas - C2C,Global Force USA,"Austin, TX, USA",http://www.globalforce-us.com
Lead Test Engineer,"GlobalLogic, Inc.","Irving, TX, USA",http://www.globallogic.com
Test Consultant,Global Payments Inc.,"Dallas, TX",http://www.globalpayments.com.br
Senior Tester,Global Pharma Tek,"Plano, TX",http://www.globalpharmatek.com
QA Test Engineer,Global Placement Firm,"Coppell, TX",http://www.globalplacementfirm.com
Sr. .NET Developer,Globe Life,"McKinney, TX",http://www.globeontheweb.com
"Mobile QA Engineer, Associate, Consumer and Wealth Mgmt",Goldman Sachs,"Richardson, TX",http://www.goldmansachs.com
QA Automation Engineer,GoodLeap LLC,"Dallas, TX",http://www.goodleaphomeloans.com
Quality Assurance Lead (Gaming),Groove Jones,"Dallas, TX",http://www.groovejones.com
ASSOCIATE CONSULTANT,HCL Technologies,"Dallas, TX",http://www.hcltech.com
Sr. Java Full Stack Developer,Hallmark Global Technologies,"Dallas, TX, USA",http://www.hgtechinc.net
.Net Solution Architect,HireBlazer,"Austin, TX, USA",http://www.hireblazer.com
IT - Test Engineer | Finacle-IVS | Automation testing,"Hire IT People, Inc","Richardson, TX",http://www.hireitpeople.com
Quality Engineer-MTS-Specific Skills Selenium-Java-Jenkins-Web Services-CIO Org #: 22-03709,HireTalent - Diversity Staffing & Recruiting Firm,"Dallas, TX",http://www.hiretalent.com
QA Engineer,Horizontal Talent,"Plano, TX",http://www.horizontaltalent.com
Senior QA Automation Engineers,HUMAC INC,"Farmers Branch, TX",http://www.humacinc.com
Quality Engineer,ICONMA,"Addison, TX",http://www.iconma.com
Test Automation Engineer,ICONMA,"Plano, TX, USA",http://www.iconma.com
Sr SQA Engineer,IHS Markit,"Dallas, TX",http://www.ihsmarkit.com
Java Backend Developer,Incedo Inc,"Irving, TX, USA",http://www.incedoinc.com
Sr. Angular Developer,InfiCare Technologies,"Dallas, TX, USA",http://www.inficaretech.com
QA Automation Engineer,Infinity Consulting Solutions,"Plano, TX",http://www.infinity-cs.com
QA Automation Engineer,Infinity Consulting Solutions,"Plano, TX",http://www.infinity-cs.com
Site Reliability Engineer,Infinity Consulting Solutions,"Houston, TX, USA",http://www.infinity-cs.com
Site Reliability Engineer,Infinity Consulting Solutions,"Houston, TX, USA",http://www.infinity-cs.com
SRE / Observability Architect,Infogain,"Houston, TX, USA",http://www.infogain.com
Software Developer,"InfoIMAGE, Inc.","Coppell, TX",http://www.infoimageinc.com
SDET Engineer,Infostretch,"Dallas, TX",http://www.infostretch.com
Automation Test Analyst,Infosys,"Dallas, TX",http://www.infosys.com
Automation Test Analyst,Infosys,"Dallas, TX",http://www.infosys.com
Sr QA (Automation),"InfoVision, Inc.","Plano, TX, USA",http://www.infovision.com
Quality Assurance and Release Engineer,InnovA Technologies,"Fort Worth, TX",http://www.innovanv.com
Senior Consultant - Testing,Insight Global,"Plano, TX",http://www.insightglobal.com
Software Engineer: Test Development,"Intelliswift Software, Inc.","Chandler, TX",http://www.intelliswift.com
Senior Quality Assurance Lead,Triumph Business Capital,"Coppell, TX",http://www.invoicefactoring.com
Functional Tester,ITExpertUS,"Dallas, TX",http://www.itexpertus.com
QA Automation Architect,Jobot,"Austin, TX, USA",http://www.jobot.com
Software Engineer,The Judge Group,"Dallas, TX",http://www.judge.com
Software Engineer,"Judge Group, Inc.","Dallas, TX, USA",http://www.judge.com
QA Engineer,"Kaygen, Inc.","Plano, TX",http://www.kaygen.com
Quality Assurance Specialist,KBX,"Dallas, TX",http://www.kbx.com
Junior QA Tester,"KellyMitchell Group, Inc","Irving, TX",http://www.kellymitchell.com
Quality Assurance Associate-Direct Hire!,Kelly,"Carrollton, TX",http://www.kellyservices.com
Remote Senior Automation Test Engineer,Kforce Technology Staffing,"Remote or Plano, TX, USA",http://www.kforce.com
QA Software Engineer (Remote/Hybrid),KION Group,"Fort Worth, TX",http://www.kiongroup.com
Test Engineer - Dallas,KLM Careers,"Dallas, TX",http://www.klm.com
"Sr Specialist, Software Test Engineer",L3Harris Technologies,"Plano, TX",http://www.l3harris.com
QA Test Analyst,"LanceSoft, Inc.","Allen, TX",http://www.lancesoft.com
Quality Engineer,LeadStack Inc.,"Dallas, TX",http://www.leadstackinc.com
QA Lead Engineer,Ledgent Technology,"Plano, TX",http://www.ledgent.com
QA Lead Engineer,Ledgent Technology,"Plano, TX",http://www.ledgenttech.com
IT Automation QA Lead,Lennox International,"Richardson, TX",http://www.lennoxinternational.com
Quality Assurance Payer Analyst,Lightbeam Health Solutions,"Irving, TX",http://www.lightbeamhealth.com
"Quality Assurance Engineer Associate - Dallas, TX",Lockheed Martin,"Grand Prairie, TX",http://www.lockheedmartinjobs.com
Quality Assurance Engineer,Lone Star Analysis,"Addison, TX",http://www.lone-star.com
Test Engineer,Lucayan Technology Solutions LLC,"Dallas, TX",http://www.lucayantechnology.com
Javascript Developer,Luxoft,"Plano, TX",http://www.luxoft.com
Javascript Developer,Luxoft USA Inc,"Plano, TX, USA",http://www.luxoft.com
Senior QA Analyst,Make Corporation,"Irving, TX, USA",http://www.makecor.com
QA Manual/Automation Tester,Mastech Digital,"Dallas, TX",http://www.mastechdigital.com
QA Engineer,Match,"Dallas, TX",http://www.matchgroupinc.com
Back-End (Server) Side Java Developer,Matchpointe Group,"Austin, TX, USA",http://www.matchpointegroup.com
Mobile Automation Tester,Matlen Silver,"Frisco, TX, USA",http://www.matlensilver.com
Senior Functional Tester,Maximus,"Farmers Branch, TX",http://www.maximus.com
Automation QA Engineer,MedeAnalytics,"Richardson, TX",http://www.medeanalytics.com
Developers (Java full stack),"Metasys Technologies, Inc.","Dallas, TX",http://www.metasysinc.com
QA Engineer,Micasa Global,"Frisco, TX",http://www.micasaglobal.com
"Quality Assurance Engineer- Micropac Industries, Inc. (13602)",Micropac Industries Inc,"Garland, TX",http://www.micropac.com
Software Engineer in Test,Mindteck,"Westlake, TX",http://www.mindteck.com
Lead Mobile Test Automation,Mindtree,"Dallas, TX",http://www.mindtree.com
Software QA Engineer,Motion Recruitment,"Austin, TX, USA",http://www.motionrecruitment.com
Embedded Software Test Automation Engineer,Motorola Solutions,"Allen, TX",http://www.motorolasolutions.com
Software QA Analyst I,Mouser Electronics,"Mansfield, TX",http://www.mouser.com
Enterprise Architect 2,My3Tech,"Austin, TX, USA",http://www.my3tech.com
"Sr. Software Engineer, QA Automation (Mobile)",MZ,"Dallas, TX",http://www.mz.com
Advanced Software QA Automation Engineer - AE22-01160,"Navitas Partners, LLC","Dallas, TX",http://www.navitas-partners.com
"Engineer 2, Test Automation",Neiman Marcus Group,"Irving, TX",http://www.neimanmarcus.com
Java Developer,Nesco Resource,"Richardson, TX",http://www.nescoresource.com
Test Automation Architect,Ness USA inc.,"Remote or Dallas, TX, USA",http://www.ness.com
HC Functional Tester (PBM/Claims),Net2Source Inc.,"Irving, TX",http://www.net2source.com
Mobile Apps Automation Engineer,Net2Source Inc.,"Austin, TX, USA",http://www.net2source.com
Quality Assurance Associate - Manufacturing,Niagara Bottling,"Dallas, TX",http://www.niagarawater.com
SRE/DevOps Architect,Nityo Infotech Corporation,"Remote or Houston, TX, USA",http://www.nityo.com
Information Security Operational Support Specialist - Onsite at client location,NTT DATA Services,"Irving, TX",http://www.nttdata.com
Software Development Engineer in Test II,"NTT DATA, Inc.","Dallas, TX, USA",http://www.nttdata.com
Software QA Analyst Senior,One Call,"Dallas, TX",http://www.onecallnow.com
Junior Quality Assurance Engineer,One Network Enterprises,"Dallas, TX",http://www.onenetwork.com
Automation Developer,Open Systems Technologies,"Irving, TX",http://www.opensystemstech.com
Automation Test Analyst,Infosys,"Dallas, TX",http://www.orangebanktrust.com
Software Engineer in Test (Golang/Kubernetes/Docker/CI/CD),Pachyderm Inc.,"Dallas, TX",http://www.pachyderm.com
Quality Assurance Engineer,Pajarito Scientific Corporation,"Dallas, TX",http://www.pajaritoscientific.com
Automation Engineer,PALNAR,"Westlake, TX",http://www.palnar.com
Automation Engineer,Palnar,"Westlake, TX, USA",http://www.palnar.com
Quality Assurance Engineer,PDI Software,"Dallas, TX",http://www.pdisoftware.com
Senior Java Developer - 10+ Years Experience Required,PeopleCorp America Inc,"Austin, TX, USA",http://www.peoplecorp.com
QA Automation Engineer,Photon Infotech,"Remote or Dallas, TX, USA",http://www.photon.in
QA Automation Engineer,Photon Infotech,"Remote or Dallas, TX, USA",http://www.photonengine.com
QA Automation Engineer,"Pinnacle Group, Inc.","Plano, TX",http://www.pinnacle1.com
Senior Test Engineer,"Plano, TX",$69K/yr - $113K/yr (LinkedIn est.),http://www.plano.gov
Software Development Engineer - Test,Podium,"Dallas, TX",http://www.podium.com
Senior QA Analyst,Priceline,"Dallas, TX",http://www.priceline.com
Lead IT Tester,"Progress Rail, A Caterpillar Company","Fort Worth, TX",http://www.progressrail.com
Automated or Manual Quality Assurance Engineer,Projectmates by Systemates Inc.,"Richardson, TX",http://www.projectmates.com
QA Automation Engineer- Mobile,Peterson Technology Partners,"Dallas, TX",http://www.ptechpartners.com
Automation Engineer,"Pyramid Consulting, Inc.","Dallas, TX, USA",http://www.pyramidci.com
Peoplesoft Developer,"Pyramid Consulting, Inc","Dallas, TX",http://www.pyramidci.com
SDET,Qentelli,"Dallas, TX",http://www.qentelli.com
SDET,Qentelli,"Dallas, TX, USA",http://www.qentelli.com
#2974 - Senior QA Engineer,Qualitest,"Dallas, TX",http://www.qualitestgroup.com
Early-Career Quality Assurance Engineer (Hybrid),Raytheon Intelligence & Space,"McKinney, TX",http://www.raytheonintelligenceandspace.com
Senior Software Engineer,RED SKY Consulting,"Allen, TX",http://www.redsky-consulting.com
Senior Architect Technical Lead,"Request Technology, LLC","Dallas, TX, USA",http://www.requesttechnology.com
QA Manual Test Engineer,Rightpoint,"Dallas, TX",http://www.rightpoint.com
QA Automation Engineer,"RIT Solutions, Inc.","Dallas, TX",http://www.ritsolinc.com
QA Tester/T-SQL/API's,RMS Computer Corporation,"Irving, TX",http://www.rmscorp.com
Sr. Test Automation Engineer,Robert Half,"Dallas, TX",http://www.roberthalf.com
Early-Career Quality Assurance Engineer (Hybrid),Raytheon Technologies,"McKinney, TX",http://www.rtx.com
Quality Assurance Engineer / User Acceptance Tester,RumbleOn,"Irving, TX",http://www.rumbleon.com
SDET,Saggezza,"Richardson, TX",http://www.saggezza.com
Software Quality Assurance Engineer III,Sam's Club,"Dallas, TX",http://www.samsclub.com
Sr. SDET,Charles Schwab,"Westlake, TX",http://www.schwab.com
SDET,Scigon Solutions,"Remote or Dallas, TX, USA",http://www.scigon.com
Sr. QA Engineer - Big data platform,Schneider Electric,"Dallas, TX",http://www.se.com
Automation Developer,"Software Guidance & Assistance, Inc. (SGA, Inc.)","Irving, TX",http://www.sgainc.com
"Senior Software Engineer - Test Automation (Java, Selenium)",Software Guidance & Assistance,"Irving, TX, USA",http://www.sgainc.com
"Exciting Opportunity for Principal Cloud Architect in Houston, TX (Hybrid)",Siri Infosolutions Inc,"Houston, TX, USA",http://www.siriinfo.com
"Exciting Opportunity for Principal Cloud Architect in Houston, TX (Hybrid)",Siri Infosolutions Inc,"Houston, TX, USA",http://www.siriinfo.com
Automation Developer,SiriusXM,"Irving, TX",http://www.siriusxm.com
Senior QA Analyst - Automation,Skiltrek,"Allen, TX",http://www.skiltrek.com
Quality Engineering & Assurance - Quality Engineering - Lead Quality Engineer - QQE116,"Softpath System, LLC","Dallas, TX",http://www.softpath.net
QA Automation Engineer,Solugenix,"Plano, TX",http://www.solugenix.com
IT - QA Engineer,Spearhead Technology,"Dallas, TX",http://www.spearheadtech.io
SDET,Spectraforce Technologies,"Westlake, TX",http://www.spectraforce.com
SDET,SPECTRAFORCE TECHNOLOGIES Inc.,"Westlake, TX, USA",http://www.spectraforce.com
Full stack Sr. Developers,SpiceOrb,"Dallas, TX",http://www.spiceorb.com
Full stack Sr. Developers,SpiceOrb,"Dallas, TX",http://www.spiceorb.com
Quality Assurance Engineer,Spirent Communications,"Plano, TX",http://www.spirent.com
Software Development Engineer in Test (SDET),STAND 8 Technology Services,"Plano, TX",http://www.stand8.io
QA Automation _ (Need Locals nearer to Houston or Chicago),StarTechs Inc.,"Remote or Houston, TX, USA",http://www.startechsinc.com
ETL tester,Strategic Systems Inc,"Dallas, TX",http://www.strsi.com
Healthcare QA Lead,UST,"Dallas, TX",http://www.stthomas.edu
Healthcare QA Lead,UST,"Dallas, TX",http://www.stthomas.edu
Quality Engineer-MTS-Specific Skills Selenium-Java-Jenkins-Web Services-CIO Org,"TalentBurst, an Inc 5000 company","Dallas, TX",http://www.talentburst.com
Quality Assurance Engineering,TALENT Software Services,"Frisco, TX",http://www.talentstaffingservices.com
Automation Tester (API),TechDigital,"Dallas, TX",http://www.techdigitalcorp.com
QA Automation Engineer,Primetime Technologies Inc,"Remote or Dallas, TX, USA",http://www.techprimetime.com
QA Automation Tester,TekisHub Consulting Services,"Dallas, TX",http://www.tekishub.com
QA Hardware Engineer,TEKsystems,"Richardson, TX",http://www.teksystems.com
QA Associate/Analyst- local for texas,TexcelVision Inc.,"Austin, TX, USA",http://www.texcelvision.com
Power Platform,The Intersect Group,"Frisco, TX",http://www.theintersectgroup.com
PEGA Tester&PEGA Test Lead- Full Time,Themesoft Inc.,"Dallas, TX",http://www.themesoft.com
SDET,Themesoft Inc,"Richardson, TX, USA",http://www.themesoft.com
Software Test Engineer-Connectivity,Texas Instruments,"Dallas, TX",http://www.ti.com
Senior Quadient Quality Analyst,TIAA,"Lewisville, TX",http://www.tiaa.org
Software Engineer in Test (SDET),Toyota Connected North America,"Plano, TX",http://www.toyotaconnected.com
QA Test Automation Mid,TransTech IT Staffing - A Mitchell Martin Company,"Irving, TX",http://www.transtechitstaffing.com
Full Stack Developer- Java,"Turnberry Solutions, Inc","Texas City, TX, USA",http://www.turnberrysolutions.com
"Software Test Engineer, Maps & Navigation Automation",TuSimple,"Dallas, TX",http://www.tusimple.com
Software Engineer in Test I,UiPath,"Dallas, TX",http://www.uipath.com
QA Lead Engineer,Ultimate Staffing,"Plano, TX",http://www.ultimatestaffing.com
Security Tooling & Automation Developer,"Ursus, Inc.","Fort Worth, TX",http://www.ursusinc.com
Software Engineer (Fullstack Automation),U.S. Bank,"Irving, TX",http://www.usbank.com
Healthcare QA Lead,UST,"Dallas, TX",http://www.ust.com
QA Engineer,UWorld,"Coppell, TX",http://www.uworld.com
QA Test Engineer,ValueLabs,"Irving, TX",http://www.valuelabs.com
QA Tester,Visual Concepts,"North Austin Heights, Texas, United States",http://www.vcentertainment.com
Automation Lead,Veear,"Austin, TX, USA",http://www.veearprojects.com
AEM Architect or AEM Lead,Virtusoft,"Houston, TX, USA",http://www.virtusoft.us
Quality Engineer,"Vizient, Inc","Irving, TX",http://www.vizientinc.com
"Looking for Software Development Engineer (SDET) in Plano, TX",VLink Inc,"Plano, TX, USA",http://www.vlinkinfo.com
(USA) Senior Quality Engineer,Walmart,"Dallas, TX",http://www.walmart.com
Software Engineer,Wells Fargo,"Irving, TX",http://www.wellsfargo.com
Quality Engineer,Western Alliance Bank,"Dallas, TX",http://www.westernalliancebancorporation.com
Automation Test Lead,Whiz Global LLC,"Plano, TX",http://www.whizglobal.com
Quality Assurance Engineer - Automations,"Wilks Brothers, LLC","Fort Worth, TX",http://www.wilksbrothers.com
Selenium Tester,Wipro Ltd.,"Westlake, TX, USA",http://www.wipro.com
SDET Lead,Wipro,"Roanoke, TX",http://www.wiprodigital.com
Senior Software Test Automation Engineer,Wolters Kluwer,"Coppell, TX, USA",http://www.wolterskluwer.com
"QA Engineer, Automation",Xaxis,"Dallas, TX",http://www.xaxis.com
QA Automation Engineer,Xcelo Group Inc,"Irving, TX",http://www.xcelogroup.com
QA Automation Engineer,Xcelo Group Inc,"Remote or Irving, TX, USA",http://www.xcelogroup.com
Test Automation Architect,Xoriant Corporation,"Plano, TX, USA",http://www.xoriant.com
QA Analyst SQL Healthcare,"Yoh, A Day & Zimmermann Company","Carrollton, TX",http://www.yoh.com
Jr. Manual QA Tester,ZIMPERIUM,"Dallas, TX",http://www.zimperium.com
.NET Architect,"NHRG, Inc.","Austin, TX, USA",
.Net Developer Position with Direct Client Waste Control Specialist//only US Citigens//W2 Position.,IFINSOL Global LLC,"Dallas, TX, USA",
.NET Front-End Engineer,Y & L Consulting Inc.,"Austin, TX, USA",
.Net Solution Architect,Bansar Technologies Inc.,"Austin, TX, USA",
Application Engineer,Vanguard,"Dallas, TX",
Architect,Credera,"Dallas, TX",
"ASP.NET Developer, Blazor, Razor",Computer Staff,"Addison, TX",
Associate Principal Engineer Quality R&D,Mary Kay Global,"Lewisville, TX",
Automated Quality Assurance Engineer,eQuest Solutions,"Houston, TX, USA",
Automation Developer (Occasional/Monthly travel required),Techtriad Team - T3,"Irving, TX, USA",
Automation Engineer (W2 Consultants Only),IT America,"Dallas, TX, USA",
Automation Lead (Auto Finance),Cynet Systems,"Plano, TX, USA",
Automation Tester,Allegis Middleware Test Company,"Plano, TX",
Automation Tester with manual testing,Adept Scripts,"Irving, TX, USA",
AWS Cloud Solutions Architect,"RedSalsa Technologies, Inc.","Austin, TX, USA",
Data Engineer,ADT,"Irving, TX",
Data Scientist,Legends,"Frisco, TX",
DevOps Application Support Engineer,Supreme Lending,"Addison, TX",
DevOps Application Support Engineer,Supreme Lending,"Addison, TX, USA",
DevOps Engineer,"OSO VENTURES, LLC","Lake Dallas, TX",
Dot NET Solution Architect,PMCS Services Inc,"Austin, TX, USA",
"Engineer, Software",T-Mobile,"Frisco, TX",
Front End Developer,Randstad Technologies,"Trophy Club, TX, USA",
Front End Developer - Nationwide Opportunities,Amazon Web Services (AWS),"Dallas, TX",
Fullstack Java Developer,Resolution Technologies,"Dallas, TX, USA",
Functional Test Engineer,Analysts International,"Dallas, TX, USA",
Guidewire ClaimCenter Developer,OpenTeQ,"Dallas, TX",
Guidewire ClaimCenter Developer,OpenTeQ Inc,"Dallas, TX, USA",
Java Automation Engineer,"VDart, Inc.","Dallas, TX, USA",
Java Developer,NICE Systems,"Richardson, TX, USA",
JAVA developer-DIRECT CLIENT,Whiztek Corp,"Houston, TX, USA",
Java Fullstack Developer,Cortex Consultants,"Dallas, TX, USA",
Java Microservices Development,American Tech Vision Solutions LLC,"Remote or Houston, TX, USA",
JavaScript Developer,GDK Services,"Plano, TX, USA",
Lead .Net AWS Cloud Developer,Dutech Systems Inc,"Austin, TX, USA",
Lead Automation Engineer,"Citratek, Inc.","Dallas, TX, USA",
"Lead Software Quality Assurance Engineer - QA Automation, Selenium",Technology Navigators,"Houston, TX, USA",
Local to TX || Sr Java Developer with AWS Certified Solution Architect Professional,Voluble Systems LLC,"Austin, TX, USA",
Mobile Test Automation Engineer,i2 IT Solutions Inc.,"Plano, TX",
"Multiple Openings with our direct client. Senior DevSecOps Engineer, Mobile Architect,Websphere Engineer, Data Analytics Manager, AWS testers, AWS/Azure cloud engineers, Product Owner, Selenium Automation testers, DevOps Developers with Java Development exp. at Houston, Texas, Long term contract","Infomerica, Inc","Houston, TX, USA",
"PeopleSoft CRM Lead Developer based in Plano, TX it is Onsite role and a Contract Position",RHP Soft Inc.,"Plano, TX, USA",
PeopleSoft CRM/HRMS/Finance,TeknoSpar Inc.,"Plano, TX, USA",
Peoplesoft Systems Developer,Princeton IT Services,"Plano, TX, USA",
Peoplesoft Technical Consultant,"Concept Software & Services, Inc.","Plano, TX, USA",
Performance Tester with LoadRunner experience(Two Days On-Site),Info Dinamica Inc,"Richardson, TX, USA",
POS QA Tester POS pod,Intellyk,"San Diego, TX, USA",
QA -SDET,GS Global Services Inc,"Austin, TX, USA",
